188,-5,-3,17.407897,0
234,8,-9,12.728331,0
259,14,13,9.311841,0
247,11,-4,16.590689,0
203,0,-4,15.142603,0
200,-1,-2,3.212469,0
174,-12,-3,19.433498,0
201,0,-11,15.628419,0
165,-15,-3,14.942876,0
258,14,-13,13.567938,0
240,9,-15,17.285118,0
181,-8,-13,6.837492,0
260,15,-18,11.753847,0
252,13,12,6.337794,0
269,18,14,17.489833,0
186,-6,-11,11.872968,0
202,0,-7,15.647617,0
241,9,-2,15.8778,0
297,24,-11,12.4285,0
213,3,-13,19.191353,0
199,-1,-10,10.664471,0
264,16,5,8.788292,0
288,22,2,18.700333,0
283,21,13,11.286912,0
168,-14,-9,19.194121,0
183,-7,-13,17.344381,0
197,-1,-17,12.73449,0
191,-3,-16,6.992401,0
284,21,15,7.139369,0
235,8,8,4.48171,0
184,-7,-11,13.64898,0
263,16,0,10.221673,0
178,-10,-10,20.322844,0
214,3,-7,5.018454,0
281,20,9,7.077159,0
296,24,-21,2.917493,0
277,19,10,16.496351,0
190,-4,-10,11.317295,0
159,-18,-9,8.812022,0
268,18,-17,10.167555,0
218,4,-4,13.847023,0
167,-14,-10,12.746751,0
262,16,-12,3.792039,0
287,22,-15,9.63157,0
250,12,11,11.786338,0
192,-3,-8,7.662933,0
207,1,-17,12.660097,0
276,19,7,18.41511,0
248,11,12,22.0,0
198,-1,-13,5.747034,0
257,14,-17,16.830014,0
