205,0,39,16.082393,2
243,9,54,10.681885,2
261,15,39,6.529752,2
255,13,39,5.794553,2
290,22,23,18.947044,2
219,4,21,5.315689,2
272,18,41,10.788428,2
273,18,47,14.319811,2
292,23,25,14.575892,2
209,1,64,12.71563,2
216,3,37,14.417958,2
215,3,31,13.575009,2
196,-2,47,17.689335,2
286,21,52,17.754548,2
210,2,23,13.919479,2
246,10,30,18.576964,2
279,19,36,18.308132,2
253,13,20,20.909312,2
227,6,32,3.200238,2
267,17,66,8.260863,2
239,8,63,5.044648,2
245,9,62,9.064606,2
212,2,44,17.799856,2
228,6,38,14.874631,2
289,22,22,5.449082,2
232,7,46,19.312186,2
274,18,52,10.841211,2
285,21,45,6.108067,2
233,7,55,9.518317,2
237,8,20,9.334684,2
229,6,59,19.491712,2
242,9,25,14.75968,2
275,18,64,5.94033,2
230,6,62,8.689108,2
217,3,45,12.425112,2
222,5,38,19.968569,2
293,23,57,8.495869,2
223,5,45,15.614816,2
254,13,28,16.587041,2
295,23,60,3.00066,2
280,19,47,8.932359,2
211,2,37,12.755175,2
271,18,30,6.53938,2
249,11,46,11.839704,2
224,5,60,4.085124,2
270,18,27,11.386122,2
298,24,49,8.959163,2
244,9,58,17.006515,2
238,8,37,9.655288,2
265,16,45,3.947976,2
231,7,27,9.317664,2
251,12,29,14.55402,2
206,0,67,15.781557,2
256,13,58,15.359863,2
299,24,64,10.858132,2
266,17,28,4.113011,2
278,19,25,6.998188,2
221,4,31,8.841845,2
220,4,25,12.920092,2
282,20,57,20.292106,2
291,22,54,14.963949,2
294,23,59,12.064113,2
