8.652291,122.324349,5.623564,2
8.733333,135.824333,12.787053,2
8.733333,97.100546,1.553286,2
-4.333333,6.94367,8.233419,2
8.733333,22.887924,0.738972,1
4.698367,15.325022,8.935148,1
-4.333516,121.564936,14.475078,3
-5.72486,46.69317,12.655292,2
4.666667,28.402289,21.471037,2
8.733333,106.03464,9.716065,2
8.589976,186.060268,17.112413,2
-4.337934,123.380554,12.528085,3
8.733333,137.978384,0.464195,1
8.733333,46.885173,11.270018,2
-0.0,41.368772,8.966147,2
8.733333,7.473253,4.836416,1
-4.353955,132.672993,5.070135,2
-0.0,101.450914,9.648095,3
8.731887,97.16009,20.237664,2
8.710609,172.339002,7.018826,1
8.733333,193.102981,6.25536,1
-0.0,151.937587,8.003138,2
-4.62114,49.33589,10.984986,2
8.624766,135.253492,17.897534,2
8.733333,151.861089,5.166001,1
3.690253,117.237963,0.489807,2
8.589949,164.487853,6.624671,1
6.221129,185.367029,6.557369,1
4.800176,127.513376,18.170415,2
0.367775,3.787573,3.0007,2
-4.343477,36.868126,17.920769,2
3.704673,5.348142,18.943944,2
-4.375746,186.999734,12.16472,2
-0.726689,96.893472,0.407657,3
-5.326756,158.957112,11.172073,2
-8.709277,91.367068,15.700193,3
8.733333,98.841852,15.350455,3
3.212365,85.14279,19.656023,3
1.810884,178.354431,15.426069,3
8.560011,174.857024,20.620388,1
-8.733333,126.630074,0.239641,1
3.724791,58.455863,18.034289,3
4.833042,58.335668,0.753888,2
5.444859,49.100009,11.355527,2
8.722314,140.869584,14.373267,2
-4.352375,154.922375,16.5908,3
-0.0,164.530712,6.159933,2
3.839736,161.237929,13.267123,2
4.726229,50.754191,19.553176,2
3.818121,160.099972,14.15115,3
8.617869,125.941744,17.293394,2
-0.955708,46.300313,10.805107,3
5.011175,76.215352,8.876129,2
4.747456,90.640328,19.303682,3
-4.411207,100.111912,15.580024,3
-4.675308,108.114309,18.182815,2
0.0,69.029032,0.234749,3
8.733333,58.286006,2.102257,2
4.270322,140.705718,11.952254,2
4.666667,186.815683,18.836784,2
-4.379991,118.834951,5.815831,2
8.646427,118.618155,17.06204,2
-8.41144,147.746207,14.034256,3
4.666667,74.528637,15.951315,3
5.983553,90.654075,19.682247,2
8.733333,101.875113,16.895714,3
8.733333,185.742167,4.55063,1
4.453746,90.157561,0.952691,2
-4.339032,127.486974,3.378398,2
-4.335472,91.872772,15.802898,3
-8.40181,110.754892,2.830157,2
8.733333,8.246532,4.857356,1
-4.409342,160.440436,9.978308,2
8.733333,134.302327,10.235739,1
-8.457627,40.065519,1.975298,1
8.733333,2.917275,11.148052,2
-3.705045,152.633205,1.6832,2
-4.39103,113.502352,3.663543,2
-4.406177,130.84276,16.449621,3
2.02894,126.948078,7.36048,2
-0.0,146.86604,6.711188,2
-0.997895,177.465316,18.015328,3
8.733333,133.181802,21.605077,1
4.666667,24.13492,21.31734,2
4.686204,142.747118,12.685691,2
8.733333,89.445436,5.136626,2
0.829802,128.196471,6.426166,2
8.59504,129.779226,14.822815,2
8.626227,135.675079,12.622251,2
-2.218167,11.765528,4.393449,2
4.666667,44.790653,21.080365,2
-5.115454,33.596315,7.395408,1
-4.333333,185.705881,3.29261,2
-0.0,103.046198,7.224431,3
8.622435,134.672703,2.488127,1
8.733333,133.560045,16.982118,2
-8.709306,16.292285,17.436375,2
4.666667,45.014694,12.915513,3
-0.0,56.837842,1.742216,3
-8.733333,182.752745,4.243844,1
-4.181961,45.820313,17.058913,3
-4.339415,49.724082,7.774612,2
8.719198,135.258151,18.456851,2
-4.546525,129.698132,2.94552,2
3.320842,140.735371,15.359255,3
-8.695439,167.420656,4.187582,1
4.667063,145.459141,8.729752,2
-4.417788,3.886878,7.456841,2
2.184444,116.749296,20.299241,3
5.396578,184.175365,18.444857,2
8.629564,18.335601,13.849529,2
-0.0,110.912122,19.040794,3
-4.348226,186.160559,4.758371,2
-4.385618,39.890589,1.42778,2
8.733333,105.063917,14.916012,3
-8.717034,25.347822,11.772644,2
8.732661,149.745456,11.381683,2
-0.0,62.933738,5.625811,3
8.733333,37.434826,18.762207,2
-8.733333,196.079025,18.110423,3
4.685234,142.565427,0.364589,2
-4.333333,165.129998,10.44362,2
8.733333,136.643964,20.770609,1
-4.333333,137.88036,10.089652,2
8.583405,106.175176,18.699391,2
8.733333,37.77074,11.782153,2
8.733333,98.603141,9.550228,2
-5.325215,111.907973,0.537542,2
-0.034667,165.656054,11.095915,2
-5.083263,40.573721,19.282647,2
8.733333,105.549244,19.981474,2
3.22381,161.562242,6.274477,2
8.733333,71.020892,2.919481,2
-4.394214,109.551007,0.002916,2
-4.418502,143.487568,6.995136,2
-8.724792,40.502473,11.662376,2
-4.464874,128.75138,18.241875,2
8.733333,0.017803,14.818838,2
-0.0,102.635396,20.086319,3
4.666667,113.965803,16.635122,3
-8.72545,1.40734,3.707273,1
8.733333,178.494491,21.208351,1
4.682613,166.638721,7.661851,2
3.229429,155.033092,13.166726,3
3.631949,157.627127,16.090618,3
0.0,74.725916,19.15796,4
-8.733333,30.462396,7.334788,1
-4.395341,70.452061,10.18694,3
-4.333333,129.019585,3.671508,2
-5.523448,186.387349,10.260565,1
-8.47197,18.664207,10.04015,1
0.479804,147.755554,2.812091,2
-4.333333,11.053472,14.078468,3
8.733333,151.431694,19.722741,1
8.733333,92.697871,9.403415,2
4.666667,9.00089,3.868613,2
4.666667,168.405901,6.487764,2
-4.161547,32.942312,1.292243,2
8.733333,23.014787,1.323803,1
3.006752,54.312174,0.586518,2
-8.733333,62.877257,12.110283,3
8.631714,121.217925,12.387116,2
3.460404,135.493341,6.701104,2
-4.39662,197.528451,16.599237,3
-0.0,198.65215,14.76427,3
-8.645495,151.507268,20.676442,1
-4.349556,55.011921,10.673403,2
8.677939,190.802749,11.397933,2
8.733333,82.216475,17.362471,3
3.405024,43.324657,12.565701,3
-4.333333,125.826016,16.862887,3
-4.390138,2.973807,20.243654,2
-0.168665,8.659957,4.626739,2
8.682312,36.052427,13.378512,2
-6.417149,40.093019,10.245954,2
-4.333333,143.871513,13.567398,3
-4.440777,88.573512,4.468027,2
4.733317,169.098526,14.907212,2
8.542115,77.95802,0.380942,2
4.729755,167.51044,4.985365,1
-0.0,149.683731,20.118253,2
4.666667,116.772209,16.905549,3
-4.816784,32.11472,11.732878,2
8.22611,105.768037,1.504365,2
-4.353895,92.534181,4.390853,2
4.246404,75.908769,0.264388,3
-4.36139,18.645997,21.264582,2
2.276867,51.82909,18.308415,3
-0.0,67.167329,9.796799,3
8.631511,75.022443,21.7909,2
-4.402795,29.251931,17.474256,2
8.733333,63.353976,10.749446,2
8.591082,56.245081,2.872964,2
4.232883,164.024725,4.669335,2
4.695949,68.417932,18.284423,3
4.679552,174.400429,7.123322,2
-4.618086,53.605898,16.25289,3
-0.0,155.086353,3.517201,2
4.666667,121.841799,16.092356,3
8.733333,3.593768,1.181271,1
8.721061,140.302289,15.71657,2
-0.0,3.150461,2.678184,2
-0.340589,136.778625,21.648984,2
8.733333,175.580327,13.04816,2
2.718757,86.361213,5.929951,3
4.702901,126.268583,9.504079,2
8.733333,117.208149,20.471272,2
8.554774,45.482248,11.173477,2
4.666667,156.930936,1.410156,2
-0.0,57.527259,14.500449,4
4.666667,184.875121,9.881784,2
-4.367224,59.695028,3.237707,2
-1.25598,107.260637,17.055018,3
-0.0,66.729497,11.687759,3
-8.507647,47.458792,1.933672,2
8.682135,109.047845,19.810135,2
-4.35739,21.537125,19.099326,2
-4.382248,27.431063,1.238597,2
-5.27506,18.885496,14.081238,2
-5.373364,62.176723,19.563822,3
2.737293,162.527277,7.64991,2
3.112274,102.711537,14.667829,3
8.733333,173.295284,9.998136,1
3.98295,196.097441,9.831337,2
-4.355164,65.330528,0.374683,2
8.733333,43.923375,18.951188,2
8.639313,103.644748,20.632087,2
4.690795,70.60117,10.53303,3
-8.733333,171.895429,12.536293,3
-4.499929,52.004131,21.841503,2
3.136333,168.744206,8.890962,2
-0.0,116.560311,4.836509,3
-8.381597,143.881107,19.062925,2
4.667236,68.704755,15.158508,3
6.763737,1.854784,3.772326,1
-4.866205,38.489296,0.198522,2
-5.116069,101.477557,3.719697,2
-4.540025,4.848368,4.540531,2
-3.82448,110.008288,19.835688,2
-0.0,55.23682,15.601078,4
1.201319,139.248242,2.902461,2
-4.333333,176.270563,9.354503,2
-4.417692,4.93628,14.551828,2
8.733333,68.241292,7.092428,2
-8.733333,84.281136,13.143609,3
8.733333,16.002232,4.634237,1
8.386298,15.870762,4.171601,1
4.666667,14.47525,4.582942,2
4.666667,180.068201,15.693598,2
-4.393473,193.86166,5.559321,2
4.66901,78.261392,5.94033,2
8.733333,62.717021,10.598662,2
4.666667,110.662716,4.854822,2
4.666667,158.409612,7.802612,2
-4.396448,159.662817,14.030148,3
4.666667,172.651708,16.494595,2
-0.0,159.592441,10.833271,2
1.931823,1.275282,13.582553,3
-0.663253,183.980273,7.027968,2
-2.719428,3.592448,6.65498,2
8.733333,5.883296,3.119369,1
-4.420433,142.290383,18.575532,2
8.733333,107.682837,6.339395,2
8.733333,104.917716,19.994311,2
7.675991,100.447986,2.490602,2
-4.333333,13.1345,13.504933,2
-4.417573,46.008125,6.24589,2
1.612853,23.408064,11.178904,2
2.664016,197.954212,11.855253,2
-4.333572,14.103298,1.147311,2
7.517348,12.004731,9.615815,1
-4.333333,132.31542,4.812052,2
4.743951,68.811554,20.203458,3
4.666667,25.70267,15.211968,2
8.621426,127.427133,2.550356,1
4.016531,149.297634,7.911701,2
8.71296,161.05346,6.733226,1
8.733333,53.805426,6.649458,2
-0.0,86.795956,12.351801,4
5.963657,80.361297,17.514177,3
-4.359966,121.628468,10.338872,2
-4.333333,154.01749,17.405752,2
8.695623,188.224793,9.212917,1
4.667964,26.292958,16.269655,2
4.666667,51.144545,7.865509,2
8.733333,75.662162,20.896086,2
-0.0,198.747139,16.503225,3
2.956816,68.190249,0.430705,3
8.715288,179.91042,16.613677,2
8.733333,47.496322,20.059625,2
-0.0,44.000217,7.650585,2
-8.657403,198.21528,1.568275,1
-8.472051,190.22101,18.81195,2
8.733333,127.643354,2.075774,1
-4.333333,100.826168,12.090493,3
4.666667,71.623669,20.141553,3
-4.342021,153.690423,11.484255,2
8.733333,156.872578,1.143241,1
6.865588,5.783619,9.699997,1
-0.0,10.488247,15.206163,3
4.666667,64.683797,5.750306,2
-4.374588,159.937325,19.709966,2
2.236261,126.045953,10.113673,2
-7.282293,196.55953,5.104419,1
-4.333333,31.649947,4.310744,2
4.666667,123.335246,18.693265,2
-8.733333,61.743444,16.315388,3
8.733333,17.015701,14.568738,2
8.733333,175.365911,2.355945,1
4.932614,118.140288,18.395804,2
-8.719896,60.624627,10.008138,2
2.433217,33.61402,14.313859,3
-0.0,67.975351,19.897297,4
8.733333,13.489223,2.435524,1
4.580224,130.697971,13.284249,2
8.727758,48.857115,0.360414,2
4.672405,151.583647,2.006629,2
2.312868,59.802841,19.924776,3
8.66958,83.763019,12.047618,3
-8.733333,11.166439,14.172539,2
-8.678549,6.171264,5.189292,1
-7.489309,37.316077,13.65262,2
-1.228368,54.18113,1.73761,3
8.733333,13.248658,14.206524,2
8.550834,66.698738,3.878596,2
-4.398372,9.981115,13.616345,2
1.368135,20.2617,21.347131,2
-0.0,14.373955,14.722256,3
4.734978,180.902603,7.299849,1
3.367778,62.359562,10.073514,2
-0.0,118.353785,0.548886,3
1.447171,75.525027,11.508302,3
-0.0,190.312767,21.762223,2
-4.333333,148.479036,15.914001,3
8.733333,177.418673,8.732784,1
-4.341685,119.779231,12.996056,3
-4.333333,137.925973,12.609958,2
4.811359,78.223301,11.168834,3
-4.36015,44.654737,3.20202,2
4.666667,26.252006,6.400872,2
4.672025,34.495665,11.02517,2
8.733333,187.71958,3.121137,1
8.733333,6.896391,8.940435,1
-4.333333,175.911398,13.04827,3
4.746734,104.46549,17.806359,3
-3.200697,161.649473,10.353177,2
2.497584,89.515946,14.830677,4
4.666667,69.307791,16.65795,3
8.733333,151.430153,4.006195,1
4.732894,72.042585,13.632062,3
8.733333,111.321336,16.938396,3
2.415721,177.744251,9.263898,2
6.107471,168.032772,9.657753,1
4.776906,48.805441,10.753164,2
-0.0,87.123643,4.770325,3
5.925301,165.710571,18.324072,2
4.777408,30.540657,11.033965,2
-4.408076,151.590787,2.260097,2
-4.412955,175.301697,8.015918,2
8.733333,100.424719,18.057645,3
-8.684493,114.053347,2.702558,2
-4.333333,170.296391,14.285892,3
-0.0,196.928547,16.205744,3
8.733333,158.04271,15.634629,2
4.797118,70.136588,2.317369,2
-4.404245,100.380968,21.089298,3
2.950783,51.042456,9.321243,2
-0.0,101.974329,12.322496,3
8.733333,15.72397,2.173221,1
-4.337491,11.179854,10.628588,2
8.733333,126.997573,3.379745,1
4.723325,123.380676,6.786336,2
-2.521852,16.294693,2.88016,2
-4.394731,121.904139,7.557409,2
-0.0,108.934128,14.587328,4
4.685084,171.184327,11.356459,2
-4.335072,128.53791,17.526672,3
-0.0,54.326565,12.685102,3
-4.382537,21.350132,1.471227,2
0.877938,12.102685,5.466613,2
4.666667,124.376601,19.990948,2
-5.31347,139.81401,19.569186,2
-4.986572,54.988006,21.775735,2
0.161846,84.393859,7.12042,3
-8.368884,73.16454,21.72325,3
8.733333,16.431744,13.505025,2
8.637678,13.953958,14.345794,2
4.627516,24.177924,13.229614,2
-3.925882,135.570599,17.551475,2
-0.0,43.787248,13.429824,3
-8.733333,47.455987,8.299251,2
8.733333,1.726924,3.842225,1
8.733333,145.422248,1.318113,1
8.608586,112.206837,3.351758,2
-6.323424,110.394522,8.435209,2
-0.0,148.450715,0.287845,2
-5.589063,164.926647,21.238218,1
-0.0,78.678942,7.000111,3
3.22053,27.18873,21.02328,2
-4.366009,39.148642,0.637114,2
-5.372416,144.059838,8.737934,1
4.721221,133.926985,6.11182,2
-4.333333,11.969923,7.960768,2
1.075199,76.855352,17.169973,4
4.430017,98.247188,9.804608,2
5.796146,154.832345,1.26087,1
5.008345,29.562231,1.055875,1
4.71004,97.106781,11.677927,3
-4.333333,14.366982,16.868897,2
-4.381198,157.488721,13.521842,3
